,id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,country,longitude,latitude,phone,website_url,updated_at,created_at
978,8th-ward-brewing-company-poughkeepsie,8th Ward Brewing Company,planning,,,,Poughkeepsie,New York,,12603-3401,United States,,,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
979,8th-wonder-brewery-houston,8th Wonder Brewery,micro,2202 Dallas St,,,Houston,Texas,,77003-3519,United States,-95.3559402,29.7487783,7133970072,http://www.8thwonderbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
980,9-white-deer-brewery-macroom,9 White Deer Brewery,micro,Ballymakeera,,,Macroom,,Cork,P12 E277,Ireland,-9.146507143,51.936249,35302627110,http://www.9whitedeer.ie/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
981,903-brewers-sherman,903 Brewers,micro,1718 S Elm St,,,Sherman,Texas,,75090-8725,United States,-96.60698055,33.61788732,2142438090,http://www.903brewers.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
982,927-beer-company-cambria,927 Beer Company,micro,821 Cornwall St,,,Cambria,California,,93428-2434,United States,-121.0985408,35.5666725,8052035265,http://www.cambriabeerco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
983,95ate5-brewpub-saint-john,95ate5 Brewpub,brewpub,9585 N Industrial Dr,,,Saint John,Indiana,,46373,United States,-87.46380305,41.44400246,2193656506,http://www.95ate5.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
984,993993-praha-suyeong-gu,프라하993(993 Praha),brewpub,"20, Gurak-ro 123beon-gil",,,Suyeong-gu,Busan,,48212,South Korea,129.11542954562745,35.17760200598895,051-757-2703,http://praha993.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
985,9th-hour-brewing-company-llc-spring-grove,9th Hour Brewing Company LLC,planning,,,,Spring Grove,Illinois,,60081-9459,United States,,,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
986,a-homestead-brew-valley-springs,A Homestead Brew,micro,26685 486th Ave,,,Valley Springs,South Dakota,,57068-7309,United States,-96.49421923,43.51733014,6055535015,http://www.ahomesteadbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
987,a-little-madness-brewing-company-pensacola,A Little Madness Brewing Company,planning,,,,Pensacola,Florida,,32514-8122,United States,,,,http://www.ALittleMadnessBrewingCompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
988,aardwolf-brewing-company-jacksonville,Aardwolf Brewing Company,micro,1461 Hendricks Ave,,,Jacksonville,Florida,,32207-8622,United States,-81.6545197,30.3108962,9043010755,http://www.aardwolfbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
989,abandon-brewing-penn-yan,Abandon Brewing,micro,2994 Merritt Hill Rd,,,Penn Yan,New York,,14527-8938,United States,,,5852093276,http://www.abandonbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
990,abandoned-building-brewery-easthampton,Abandoned Building Brewery,micro,142 Pleasant St Unit 103A,,,Easthampton,Massachusetts,,01027-2805,United States,,,4132827062,http://www.abandonedbuildingbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
991,abbey-brewing-co-miami-beach,Abbey Brewing Co,contract,1115 16th St,,,Miami Beach,Florida,,33139-2441,United States,-80.1402943,25.7890381,3055388110,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
992,abbey-brewing-company-llc-santa-fe,"Abbey Brewing Company, LLC",micro,215 W. Alicante Rd,,,Santa Fe,New Mexico,,87505,United States,-105.9465207,35.66555826,5056706802,http://www.abbeybrewing.biz,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
993,aberrant-ales-howell,Aberrant Ales,brewpub,219 W Grand River Ave,,,Howell,Michigan,,48843,United States,-83.93094539,42.60773722,5175188699,http://www.aberrantales.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
994,abide-brewing-company-newnan,Abide Brewing Company,micro,110 Werz Industrial Blvd Ste 130,,,Newnan,Georgia,,30263-5802,United States,-84.76356641,33.40257035,6789726747,http://www.abidebrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
995,abigaile-hermosa-beach,Abigaile,brewpub,1301 Manhattan Ave,,,Hermosa Beach,California,,90254-3666,United States,-118.4048656,33.8734519,3107988227,http://abigailrestaurant.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
996,abita-brewing-co-covington,Abita Brewing Co,regional,166 Barbee Rd,,,Covington,Louisiana,,70433-8651,United States,,,9858933143,http://www.abita.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
997,abjuration-brewing-mc-kees-rocks,Abjuration Brewing,micro,644 Broadway Ave,,,Mc Kees Rocks,Pennsylvania,,15136-3008,United States,,,4127661668,http://www.abjurationbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
998,able-baker-brewing-henderson,Able Baker Brewing,micro,1051 Mary Crest Rd #K,,,Henderson,Nevada,,89104,United States,,,7025817742,http://www.ablebakerbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
999,able-ebenezer-brewing-company-merrimack,Able Ebenezer Brewing Company,micro,31 Columbia Cir,,,Merrimack,New Hampshire,,03054-4161,United States,-71.493705,42.851742,8442232253,http://www.ableebenezer.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1000,10-56-brewing-company-knox,10-56 Brewing Company,micro,400 Brown Cir,,,Knox,Indiana,,46534,United States,-86.627954,41.289715,6308165790,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1001,10-barrel-brewing-co-bend-1,10 Barrel Brewing Co,large,62970 18th St,,,Bend,Oregon,,97701-9847,United States,-121.28170597038259,44.08683530625218,5415851007,http://www.10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1002,10-barrel-brewing-co-bend-2,10 Barrel Brewing Co,large,1135 NW Galveston Ave Ste B,,,Bend,Oregon,,97703-2465,United States,-121.32880209261799,44.057564901366796,5415851007,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1003,10-barrel-brewing-co-bend-pub-bend,10 Barrel Brewing Co - Bend Pub,large,62950 NE 18th St,,,Bend,Oregon,,97701,United States,-121.2809536,44.0912109,5415851007,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1004,10-barrel-brewing-co-boise-boise,10 Barrel Brewing Co - Boise,large,826 W Bannock St,,,Boise,Idaho,,83702-5857,United States,-116.202929,43.618516,2083445870,http://www.10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1005,10-barrel-brewing-co-denver-denver,10 Barrel Brewing Co - Denver,large,2620 Walnut St,,,Denver,Colorado,,80205-2231,United States,-104.9853655,39.7592508,7205738992,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1006,10-barrel-brewing-co-portland,10 Barrel Brewing Co,large,1411 NW Flanders St,,,Portland,Oregon,,97209-2620,United States,-122.6855056,45.5259786,5032241700,http://www.10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1007,10-barrel-brewing-co-san-diego,10 Barrel Brewing Co,large,1501 E St,,,San Diego,California,,92101-6618,United States,-117.129593,32.714813,6195782311,http://10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1008,10-torr-distilling-and-brewing-reno,10 Torr Distilling and Brewing,micro,490 Mill St,,,Reno,Nevada,,89502,United States,-119.7732015,39.5171702,7755307014,http://www.10torr.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1009,101-brewery-quilcene,101 Brewery,brewpub,294793 US Highway 101,,,Quilcene,Washington,,98376-9000,United States,-122.87558226136872,47.823475773720666,3607656485,http://www.101brewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1010,101-north-brewing-company-petaluma,101 North Brewing Company,closed,1304 Scott St Ste D,,,Petaluma,California,,94954-7100,United States,-122.66505504468803,38.270293813150886,7077534934,http://www.101northbeer.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1011,105-west-brewing-co-castle-rock,105 West Brewing Co,micro,1043 Park St,,,Castle Rock,Colorado,,80109-1585,United States,-104.8667206,39.38269495,3033257321,http://www.105westbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1012,10k-brewing-anoka,10K Brewing,micro,2005 2nd Ave,,,Anoka,Minnesota,,55303-2243,United States,-93.38952559,45.19812039,7633924753,http://10KBrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1013,10th-district-brewing-company-abington,10th District Brewing Company,micro,491 Washington St,,,Abington,Massachusetts,,02351-2419,United States,-70.94594149,42.10591754,7813071554,http://www.10thdistrictbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1014,11-below-brewing-company-houston,11 Below Brewing Company,micro,6820 Bourgeois Rd,,,Houston,Texas,,77066-3107,United States,-95.5186591,29.9515464,2814442337,http://www.11belowbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1015,1188-brewing-co-john-day,1188 Brewing Co,brewpub,141 E Main St,,,John Day,Oregon,,97845-1210,United States,-118.9218754,44.4146563,5415751188,http://www.1188brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1016,12-acres-brewing-company-killeshin,12 Acres Brewing Company,micro,Unnamed Street,Clonmore,,Killeshin,,Laois,R93 X3X8,Ireland,-6.979343891,52.84930763,+353599107299,https://12acresbrewing.ie/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1017,12-gates-brewing-company-williamsville,12 Gates Brewing Company,brewpub,80 Earhart Dr Ste 20,,,Williamsville,New York,,14221-7804,United States,,,7169066600,http://www.12gatesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1018,12-west-brewing-company-gilbert,12 West Brewing Company,micro,3000 E Ray Rd Bldg 6,,,Gilbert,Arizona,,85296-7832,United States,,,6023395014,http://www.12westbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1019,12-west-brewing-company-production-facility-mesa,12 West Brewing Company - Production Facility,micro,,,,Mesa,Arizona,,85207,United States,-111.5860662,33.436188,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1020,122-west-brewing-co-bellingham,122 West Brewing Co,closed,2416 Meridian St,,,Bellingham,Washington,,98225-2405,United States,-122.485982,48.7621709,3603063285,https://www.122westbrew.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1021,127-brewing-jackson,127 Brewing,micro,3090 Shirley Dr,,,Jackson,Michigan,,49201-7010,United States,-84.43116792,42.28667212,5172581346,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1022,12degree-brewing-louisville,12Degree Brewing,brewpub,820 Main St,,,Louisville,Colorado,,80027-1865,United States,-105.1319826,39.9782443,3035791004,http://www.12degree.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1023,12welve-eyes-brewing-saint-paul,12welve Eyes Brewing,micro,141 E 4th St Ste LL2,,,Saint Paul,Minnesota,,55101-1639,United States,,,6514938106,http://www.12welveEyes.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1024,13-below-brewery-cincinnati,13 Below Brewery,micro,7391 Forbes Rd,,,Cincinnati,Ohio,,45233-1013,United States,-84.70634815,39.12639764,5139750613,http://www.13belowbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1025,13-stripes-brewery-taylors,13 Stripes Brewery,brewpub,"250 Mill St, Suite PW3101",,,Taylors,South Carolina,,29687,United States,,,8643491430,http://www.13StripesBrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1026,13-virtues-brewing-co-portland,13 Virtues Brewing Co,brewpub,6410 SE Milwaukie Ave,,,Portland,Oregon,,97202-5518,United States,-122.6487531,45.4762536,5032393831,http://www.13virtuesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1027,1323-r-and-d-raleigh,1323 R & D,micro,1323 Capital Blvd 1323 R and D,,,Raleigh,North Carolina,,27603-1117,United States,,,9199775654,http://www.1323rnd.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1028,14-cannons-brewing-company-westlake-village,14 Cannons Brewing Company,micro,31125 Via Colinas Ste 907,,,Westlake Village,California,,91362-3974,United States,-118.802397,34.15334,8186996165,http://14cannons.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1029,14-lakes-brewery-crosslake,14 Lakes Brewery,micro,,,,Crosslake,Minnesota,,56442,United States,,,2186924129,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1030,14er-brewing-company-denver,14er Brewing Company,proprietor,2801 Walnut St,,,Denver,Colorado,,80205-2235,United States,-104.9839636,39.7614112,7207731437,http://www.14erBrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1031,14th-star-brewing-saint-albans,14th Star Brewing,micro,133 N Main St Ste 7,,,Saint Albans,Vermont,,05478-1735,United States,,,8025285988,http://www.14thstarbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1032,16-lots-brewing-mason,16 Lots Brewing,brewpub,753 Reading Rd,,,Mason,Ohio,,45040-1303,United States,-84.3183801,39.3545967,5134863672,http://www.16lots.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1033,16-mile-brewing-co-georgetown,16 Mile Brewing Co,micro,413 S Bedford St,,,Georgetown,Delaware,,19947-1849,United States,-75.37816436,38.6788938,3022538816,http://www.16milebrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1034,16-stone-brewpub-holland-patent,16 Stone Brewpub,brewpub,9542 Main St,,,Holland Patent,New York,,13354,United States,-75.2565195,43.24211175,3158658500,http://www.16stonebrewpub.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1035,1623-brewing-co-llc-westminister,"1623 Brewing CO, llc",contract,1146 colonel Joshua Ct,,,Westminister,Maryland,,21157,United States,,,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1036,1717-brewing-co-des-moines,1717 Brewing Co,micro,322 E Court Ave,,,Des Moines,Iowa,,50309-2015,United States,-93.6120353,41.5872267,5152437868,http://1717brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1037,1718-ocracoke-brewing-ocracoke,1718 Ocracoke Brewing,brewpub,1129 Irvin Garrish Hwy,,,Ocracoke,North Carolina,,27960,United States,-75.97176063,35.10715368,2529282337,http://www.ocracokebrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1038,1781-brewing-company-spotsylvania,1781 Brewing Company,micro,11109 Plank Rd,,,Spotsylvania,Virginia,,22553-4258,United States,,,5408412598,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1039,180-and-tapped-coraopolis,180 and Tapped,micro,2010 A State Ave,,,Coraopolis,Pennsylvania,,15108,United States,-80.15020356,40.50984957,4127375273,http://www.180andtapped.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1040,1817-brewery-okolona,1817 Brewery,micro,100 B South Olive St,,,okolona,Mississippi,,38860,United States,-88.750264,34.001703,6623055907,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1041,1840-brewing-company-milwaukee,1840 Brewing Company,micro,342 E Ward St,,,Milwaukee,Wisconsin,,53207-1348,United States,-87.90606942,43.00436242,4142364056,http://www.1840brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1042,1850-brewing-company-mariposa,1850 Brewing Company,micro,,,,Mariposa,California,,95338,United States,-119.9036592,37.570148,,http://www.1850restaurant.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1043,18th-street-brewery-gary,18th Street Brewery,micro,5725 Miller Ave,,,Gary,Indiana,,46403-2871,United States,-87.26887786,41.59928343,,http://www.18thstreetbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1044,18th-street-brewery-hammond,18th Street Brewery,micro,5417 Oakley Ave,,,Hammond,Indiana,,46320-1817,United States,-87.517422,41.61556796,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1045,1905-brewing-company-assumption,1905 Brewing Company,micro,1301 S Chestnut St,,,Assumption,Illinois,,62510-8504,United States,-89.0503635,39.5172564,2172549374,http://1905BrewingCompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1046,1912-brewing-tucson,1912 Brewing,micro,2045 N Forbes Blvd Ste 105,,,Tucson,Arizona,,85745-1444,United States,-110.9927505,32.24673727,5202564851,http://www.1912brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1047,192-brewing-kenmore,192 Brewing,micro,7324 NE 175th St,,,Kenmore,Washington,,98028-2500,United States,-122.2415652,47.75670075,4254242337,http://www.192brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1048,1940s-brewing-company-holbrook,1940's Brewing Company,micro,1337 Lincoln Ave Unit 1,,,Holbrook,New York,,11741-2275,United States,,,6315334838,http://www.1940sbrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1049,1st-republic-brewing-co-essex-junction,1st Republic Brewing Co,micro,39 River Rd Ste 6,,,Essex Junction,Vermont,,05452-3879,United States,,,8028575318,http://www.1strepublic-homebrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1050,2-basset-brewery-white-sulphur-springs,2 Basset Brewery,micro,202 E Main St,,,White Sulphur Springs,Montana,,59645-9081,United States,-110.9004865,46.54807609,4065472337,http://www.2bassetbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1051,2-dogz-and-a-guy-brewing-montrose,2 Dogz and A Guy Brewing,micro,228 Church St,,,Montrose,Pennsylvania,,18801-1271,United States,-75.8800318,41.8336364,5704320069,http://2dogzandaguybrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1052,2-feet-brewing-company-bangor,2 Feet Brewing Company,brewpub,80 Columbia St,,,Bangor,Maine,,04401-6319,United States,-68.77283099,44.80012684,2075731979,http://www.2feetbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1053,2-row-brewing-midvale,2 Row Brewing,micro,6856 S 300 W,,,Midvale,Utah,,84047-1083,United States,-111.9007652,40.5950202,8019878663,http://www.2rowbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1054,2-silos-brewing-company-manassas,2 Silos Brewing Company,micro,9925 Discovery Blvd,,,Manassas,Virginia,,20109,United States,,,7034202257,http://www.2silosbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1055,2-tones-brewing-co-whitehall,2 Tones Brewing Co.,micro,4539 E Broad St,,,Whitehall,Ohio,,43213-1308,United States,-82.9118174,40.0030689,,http://www.2tonesbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1056,2-tread-brewing-co-santa-rosa,2 Tread Brewing Co,brewpub,1018 Santa Rosa Plz,,,Santa Rosa,California,,95401-6399,United States,-122.7167729,38.4387767,4152330857,http://www.2treadbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1057,2-way-brewing-company-beacon,2 Way Brewing Company,brewpub,18 W Main St,,,Beacon,New York,,12508-2512,United States,-73.9809868,41.5082102,8452027334,http://www.2waybrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1058,2-witches-winery-and-brewing-company-danville,2 Witches Winery and Brewing Company,micro,209 Trade St,,,Danville,Virginia,,24541-3545,United States,-79.42125553,36.58590349,4345492739,http://www.2witcheswinebrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1059,20-corners-brewing-llc-woodinville,20 Corners Brewing LLC,brewpub,14148 NE 190th St Ste A,,,Woodinville,Washington,,98072-8437,United States,-122.1517007,47.76864300772501,4253755223,http://www.20cornersbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1060,210-brewing-co-arlington,210 Brewing Co,brewpub,3438 Stoluckquamish Ln,,,Arlington,Washington,,98223-9056,United States,-122.18421,48.215096,3604749740,http://www.angelofthewind.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1061,212-brewing-company-davenport,212 Brewing Company,contract,21476 Route 23,,,Davenport,New York,,13750,United States,,,2123779050,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1062,217-brew-works-wilson,217 Brew Works,micro,217 South St S,,,Wilson,North Carolina,,27893-4911,United States,-77.9120318,35.7227625,2529916959,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1063,21st-amendment-brewery-cafe-san-francisco,21st Amendment Brewery Cafe,brewpub,563 2nd St,,,San Francisco,California,,94107-1411,United States,-122.3925769,37.782448,4153690900,http://www.21st-amendment.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1064,21st-amendment-brewery-san-leandro,21st Amendment Brewery,regional,2010 Williams St Unit A,,,San Leandro,California,,94577-2334,United States,-122.17729280237437,37.71130035804804,5105952111,http://www.21st-Amendment.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1065,21st-st-brewers-bar-saint-louis,21st St Brewers Bar,brewpub,2017 Chouteau Ave,,,Saint Louis,Missouri,,63103,United States,-90.213781,38.624291,3142416969,http://www.21stbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1066,23-brewing-company-lizzie-bs-cafe-prestonsburg,23 Brewing Company / Lizzie B's Cafe,brewpub,2010 KY Route 321,,,Prestonsburg,Kentucky,,41653-9103,United States,,,6068862844,http://www.23brewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1067,238-brewing-company-mead,238 Brewing Company,closed,10321 E Day Mt Spokane Rd,,,Mead,Washington,,99021,United States,,,5092382739,http://www.238brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1068,23rd-street-brewery-lawrence,23rd Street Brewery,brewpub,3512 Clinton Pkwy,,,Lawrence,Kansas,,66047-2145,United States,-95.28093353,38.9429674,7858562337,http://www.brew23.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1069,26-degree-brewing-company-pompano-beach,26 Degree Brewing Company,micro,2600 E Atlantic Blvd,,,Pompano Beach,Florida,,33062-4940,United States,-80.1224169,26.2316338,9545326964,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1070,28th-state-brewing-houston,28th State Brewing,planning,,,,Houston,Texas,,77095-6933,United States,,,,https://www.instagram.com/28thstatebrew/?hl=en,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1071,2c-family-brewing-co-nampa,2C Family Brewing Co.,micro,1215 1st St S,,,Nampa,Idaho,,83651-3957,United States,-116.559282,43.578989,2084753981,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1072,2kids-brewing-company-san-diego,2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,,,San Diego,California,,92126-6391,United States,-117.137429,32.896584,8584805437,http://www.2kidsBrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1073,2nd-shift-brewing-co-saint-louis,2nd Shift Brewing Co,brewpub,1601 Sublette Ave,,,Saint Louis,Missouri,,63110-1924,United States,-90.280526,38.621943,6187910728,http://www.2ndshiftbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1074,2nd-story-brewing-company-philadelphia,2nd Story Brewing Company,brewpub,117 Chestnut St Frnt,,,Philadelphia,Pennsylvania,,19106-4700,United States,,,2673145770,http://www.2ndstorybrewing.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1075,2sp-brewing-company-aston,2SP Brewing Company,micro,120 Concord Rd,,,Aston,Pennsylvania,,19014-2909,United States,,,4844837860,http://www.2spbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1076,3-beards-beer-company-williamsburg,3 Beards Beer Company,contract,4 Main St,,,Williamsburg,Massachusetts,,1096,United States,-72.7305059,42.3923659,6173837039,http://www.3beardsbeer.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1077,3-daughters-brewing-saint-petersburg,3 Daughters Brewing,micro,222 22nd St S,,,Saint Petersburg,Florida,,33712-1240,United States,-82.6629721,27.76899022,7274956002,http://www.3dbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1078,3-disciples-brewing-sebastopol,3 Disciples Brewing,micro,,,,Sebastopol,California,,95472-5937,United States,-122.8332502,38.3845125,7072287309,http://www.3disciplesbrewing.com/home,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1079,3-freaks-brewing-co-highlands-ranch,3 Freaks Brewing Co,micro,7140 E County Line Rd,,,Highlands Ranch,Colorado,,80126-3926,United States,-104.9426656,39.5659575,7202990994,http://www.3freaksbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1080,3-iron-brewing-company-colton,3 Iron Brewing Company,micro,898 Via Lata Ste A,,,Colton,California,,92324-3920,United States,-117.30669927548118,34.056168887703755,9095334892,http://www.3ironbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1081,3-keys-brewing-company-llc-bradenton,"3 Keys Brewing Company, LLC",brewpub,2505 Manatee Ave E,,,Bradenton,Florida,,34208-2421,United States,-82.53393502,27.49645026,9412180396,http://www.3keysbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1082,3-nations-brewing-farmers-branch,3 Nations Brewing,micro,2405 Squire Pl Ste 200,,,Farmers Branch,Texas,,75234-4714,United States,-96.89883128,32.93044336,4696607184,http://www.threenationsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1083,3-sheeps-brewing-co-sheboygan,3 Sheeps Brewing Co,micro,1837 North Ave,,,Sheboygan,Wisconsin,,53083-4620,United States,-87.73006524,43.77384561,9209469715,http://www.3sheepsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1084,3-sheets-brewery-albany,3 Sheets Brewery,micro,136 W 1st Ave,,,Albany,Oregon,,97321,United States,,,5416190183,http://www.3sheetsbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1085,3-sons-brewing-co-dania,3 Sons Brewing Co.,proprietor,236 N Federal Hwy,,,Dania,Florida,,33004-2870,United States,-80.14361029,26.04800238,9546013833,http://www.3sonsbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1086,3-stars-brewing-co-washington,3 Stars Brewing Co,micro,6400 Chillum Pl NW Ste B,,,Washington,District of Columbia,,20012-2111,United States,,,2026700333,http://www.3starsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
1087,3-trails-brewing-co-independence,3 Trails Brewing Co,micro,111 N Main St ,,,Independence,Missouri,,64050,United States,-94.41265,39.122385,8168866256,http://www.3trailsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
