_id,address_1,address_2,address_3,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,state_province,street,website_url
64278c5edc5bf26032382fc6,117 N Main St,null,null,micro,Mansfield,United States,ad8c6d2f-e4bf-4a8c-86d7-11e87f36bf9a,32.56489124,-97.14195567,Dirty Job Brewing,6825181791,76063,Texas,Texas,117 N Main St,http://www.dirtyjobbrewing.com
64278c5edc5bf26032382fc7,329 W King St,null,null,micro,Cocoa,United States,77fc61b5-b1e7-4ee3-a28c-823a3de62365,28.355795,-80.7473064,Dirty Oar Beer Company,null,32922-4607,Florida,Florida,329 W King St,http://dirtyoarbeercompany.com/
64278c5edc5bf26032382fc8,948 N Park Avenue,null,null,micro,Port Townsend,United States,02368546-6d67-4e2f-8d45-917628306622,48.1065812,-122.8030594,Discovery Bay Brewing,3603442999,98368-1512,Washington,Washington,948 N Park Avenue,null
64278c5edc5bf26032382fc9,2703 41st Ave Ste A& # B,null,null,micro,Soquel,United States,76286586-a06b-4609-b971-615cb56607ed,36.98629328,-121.9659512,Discretion Brewing,8313160662,95073-3104,California,California,2703 41st Ave Ste A& # B,http://www.discretionbrewing.com
64278c5edc5bf26032382fca,735 2nd St NE,null,null,micro,Perham,United States,c6dd7547-06f7-4cc6-8041-f1fab596b201,46.59047473,-95.55777031,Disgruntled Brewing,2183464677,56573-1828,Minnesota,Minnesota,735 2nd St NE,http://www.disgruntledbeer.com
64278c5edc5bf26032382fcb,5518 Haines Rd N,null,null,micro,Saint Petersburg,United States,b67ada4b-9179-4e79-ba2f-70d956f0af1c,27.82225781,-82.66998676,"Dissent Craft Brewing Company, LLC",7273420255,33714-1999,Florida,Florida,5518 Haines Rd N,http://www.dissentcraftbrewing.com
64278c5edc5bf26032382fce,200 Division St N,null,null,micro,Stevens Point,United States,30f9fd9f-a8c2-46c2-863d-2dcf129b12fe,44.3786458,-89.5634341,District 1 Brewing Company,7155446707,54481,Wisconsin,Wisconsin,200 Division St N,http://www.district1brewing.com
64278c5edc5bf26032382fcf,2273 S Howell Ave,null,null,brewpub,Milwaukee,United States,f6f63bf2-1334-4a58-8254-a0ac22457e05,42.9581912,-87.9095587,District 14 Brewery & Pub,4147440399,53207-1325,Wisconsin,Wisconsin,2273 S Howell Ave,null
64278c5edc5bf26032382fd0,395 S Main St,null,null,brewpub,New City,United States,e69d7c0d-f29a-4668-9419-f74ffc9e19cf,41.13457391,-73.99100071,District 96 Beer Factory,8454992409,10956,New York,New York,395 S Main St,http://www.district96beer.com
64278c5edc5bf26032382fd1,520 S Main St,null,null,brewpub,Mount Vernon,United States,98946d35-5b30-40ae-9028-951bca3bfb59,48.419204,-122.338828,District Brewing,3608736714,98273-3840,Washington,Washington,520 S Main St,https://districtbrewco.com
64278c5edc5bf26032382fd2,509 7th St NW,null,null,brewpub,Washington,United States,a5f7b66a-2f51-4161-9365-0eef5aa282a5,38.8965132,-77.0216694,District ChopHouse and Brewery,2023473434,20004-1600,District of Columbia,District of Columbia,509 7th St NW,http://www.districtchophouse.com
64278c5edc5bf26032382fd4,729 Wyncoop Creek Rd,null,null,micro,Chemung,United States,45fc6ccc-c048-4964-9093-a18c6daa430d,42.019871,-76.62211,Diversion Brewing Co,6075429168,14825-9755,New York,New York,729 Wyncoop Creek Rd,http://www.diversionbrewing.com
64278c5edc5bf26032382fd7,1802 Telegraph Ave,null,null,micro,Oakland,United States,ecb3dc09-11f9-4844-8cac-83340856e42d,37.807739,-122.2698881,Diving Dog Brewhouse,5103061914,94612-2110,California,California,1802 Telegraph Ave,http://www.divingdogbrew.com
64278c5edc5bf26032382fd8,7408 Trade St,null,null,micro,San Diego,United States,887c1eb4-f403-4081-9dff-e8d0867b04ed,32.890353,-117.162908,Division 23 Brewing,8587521924,92121-3415,California,California,7408 Trade St,http://www.division23brewing.com
64278c5edc5bf26032382fd9,506 E Main St,null,null,micro,Arlington,United States,ae6e6e2a-84f4-45c2-adce-e5b80997f35c,32.73630741,-97.10256904,Division Brewing,2146978350,76010-1228,Texas,Texas,506 E Main St,http://www.divisionbrewing.com
64278c5edc5bf26032382fda,4200 W Norfolk Ave,null,null,brewpub,Norfolk,United States,4e240752-baf7-4fb7-8f32-c22e7a1e9933,42.032539,-97.466386,Divots Brewery,4028442985,68701-9202,Nebraska,Nebraska,4200 W Norfolk Ave,http://www.divotsbrewery.com
64278c5edc5bf26032382fde,5101 South Dixie Highway,null,null,brewpub,West Palm Beach,United States,f4b8dca8-d143-4ec1-ad09-9bc6426723be,26.667349,-80.055437,Dixie Grill & Brewery,5615863189,33405,Florida,Florida,5101 South Dixie Highway,null
64278c5edc5bf26032382fdf,600 S Oakwood Ave,null,null,brewpub,Beckley,United States,0e0d87e1-64b3-423d-a658-a81fc56341c2,37.770874,-81.196413,Dobra Zupas,3042539872,25801-5928,West Virginia,West Virginia,600 S Oakwood Ave,http://www.dobrazupas.com
64278c5edc5bf26032382fe1,33049 Calle Aviador Ste C,null,null,brewpub,San Juan Capistrano,United States,869a2ee4-c387-4263-b1b7-e620d903a829,33.48333541,-117.675787,Docent Brewing,null,92675-4785,California,California,33049 Calle Aviador Ste C,http://www.docentbrewing.com
64278c5edc5bf26032382fe6,701 3rd Ave,null,null,brewpub,Dodge City,United States,56dce899-ff23-4f0e-be56-05900ecac53e,37.754632,-100.020307,Dodge City Brewing,6203713999,67801-4336,Kansas,Kansas,701 3rd Ave,http://www.dodgecitybrewing.com
64278c5edc5bf26032382fe7,null,null,null,planning,Trinidad,United States,87250580-6954-4d75-972d-75f7759fefc0,37.169397,-104.5005411,Dodgeton Creek Brewing Co.,7198462339,81082-9788,Colorado,Colorado,null,http://www.dodgetoncreek.com
64278c5edc5bf26032382fe8,402 River Rd,null,null,brewpub,Boerne,United States,ac4fe7b3-c512-4b96-9953-27e8362101ff,29.78961761,-98.72596163,Dodging Duck Brewhaus,8302483825,78006-2312,Texas,Texas,402 River Rd,http://www.dodgingduck.com
64278c5edc5bf26032382fe9,351 Park Ave N,null,null,closed,Renton,United States,78c50e54-34e3-415d-9574-ac0cc0505113,47.48758261,-122.2023129,Dog & Pony Alehouse and Grill,4252548080,98057-5716,Washington,Washington,351 Park Ave N,http://www.thedogandpony.com
64278c5edc5bf26032382fea,260 4th St,null,null,brewpub,Bremerton,United States,c27f55b4-f410-4389-ae35-a5a9bada3578,47.5658843,-122.6259002,Dog Days Brewing,3606279925,98337-1813,Washington,Washington,260 4th St,https://www.dogdaysbrewing.com
64278c5edc5bf26032382fec,77 Bridge St,null,null,micro,Saint Augustine,United States,fe4c36a3-d900-46b0-b445-a4f951b9f7e2,29.88948146,-81.31306668,Dog Rose Brewing Company,9042173355,32084-4335,Florida,Florida,77 Bridge St,http://www.dogrosebrewing.com
64278c5edc5bf26032382fef,320 Rehoboth Ave,null,null,brewpub,Rehoboth Beach,United States,7a6bd1cf-4385-4677-a9d7-3507535399e4,38.7151767,-75.08731545,Dogfish Head Brewings & Eats,3022262739,19971-3108,Delaware,Delaware,320 Rehoboth Ave,http://www.dogfish.com
64278c5edc5bf26032382ff0,6 Cannery Village Ctr,null,null,regional,Milton,United States,281e6980-e2e2-4493-9896-3517e8cafe21,38.76691205,-75.31158206,Dogfish Head Craft Brewery,3026841000,19968-1308,Delaware,Delaware,6 Cannery Village Ctr,http://www.dogfish.com
64278c5edc5bf26032382ff1,321 9th St,null,null,micro,Leavenworth,United States,c117151a-0efe-4a7a-bbab-ce130ffc2f08,47.59460883,-120.6598225,Doghaus Brewery,5098601446,98826-1464,Washington,Washington,321 9th St,http://www.doghausbrewery.com
64278c5edc5bf26032382ff3,"Rua Capitão Leitão, 94",null,null,micro,Lisboa,Portugal,27d18114-31bb-4baf-b330-71bcba80cc8a,38.73826743,-9.105483085,"Dois Corvos Cervejeira, Lda.",+351 211 331 093,1950-052,Lisboa,Lisboa,"Rua Capitão Leitão, 94",https://www.doiscorvos.pt
64278c5edc5bf26032382ff4,100 S. 4th St.,null,null,brewpub,Dolores,United States,612d5f63-901f-4b34-abac-cf88157db26c,37.47323,-108.504562,Dolores River Brewery,9708824677,81323-1003,Colorado,Colorado,100 S. 4th St.,http://www.doloresriverbrewery.com
64278c5edc5bf26032382ff6,Unit 1 Erneside Business Park,Portnason,null,regional,Ballyshannon,Ireland,44684d87-a612-43d1-9eda-afd9357f3af1,54.4977199,-8.2142367,Donegal Brewing Company,3.5372E+11,F94 Y2NE,Donegal,Donegal,Unit 1 Erneside Business Park,https://mcmbrands.ie/beer/
64278c5edc5bf26032382ff8,421 C St Ste 3,null,null,brewpub,Washougal,United States,388db412-bf61-4655-a93e-24367b6db51c,45.58111086,-122.3735012,Doomsday Brewing Company and Pizza - Washougal,3603359909,98671-2169,Washington,Washington,421 C St Ste 3,http://www.doomsdaybrewing.com
64278c5edc5bf26032382ff9,9301 NE 5th Ave Ste 120,null,null,brewpub,Vancouver,United States,55608d36-62d6-449d-a7f6-a1e0df277831,45.68816081,-122.6666369,Doomsday Brewing Pub and Pizza - Vancouver,3605598241,98665-8271,Washington,Washington,9301 NE 5th Ave Ste 120,http://www.doomsdaybrewing.com
64278c5edc5bf26032382ffa,1919 Main St,null,null,micro,Vancouver,United States,d916d0af-0cad-4876-a015-d44411332878,45.6364012,-122.6712833,Doomsday Brewing Safe House,3605037649,98660-2634,Washington,Washington,1919 Main St,http://www.doomsdaybrewing.com
64278c5edc5bf26032382ffb,1214 W Cerro Gordo St,null,null,micro,Decatur,United States,d4a27cbf-93bd-4b3d-89b3-3b1898336f74,39.84662586,-88.97523814,Door 4 Brewing Co,2173302008,62522-2008,Illinois,Illinois,1214 W Cerro Gordo St,http://www.door4brewing.com
64278c5edc5bf26032382ffd,1250 Massachusetts Ave,null,null,micro,Dorchester,United States,113d2b74-bb5c-4954-9277-da0101571737,42.3204879,-71.0615585,Dorchester Brewing Company,6175140900,02125-1698,Massachusetts,Massachusetts,1250 Massachusetts Ave,http://www.dorchesterbrewing.com
64278c5edc5bf26032382ffe,1902 S Flores St,null,null,micro,San Antonio,United States,25dd3b18-3204-4539-b58b-95478fbcb531,29.405708,-98.502373,Dorcol Distilling and Brewing CO,2102290607,78204,Texas,Texas,1902 S Flores St,http://www.dorcolspirits.com
64278c5edc5bf26032382fff,1241 Linda Vista Dr,null,null,micro,San Marcos,United States,69303b89-551f-4ef5-8e2f-268910c9b5e6,33.13740391,-117.1928216,Dos Desperados Brewery,7605666209,92078-3809,California,California,1241 Linda Vista Dr,http://www.dosdesperadosbrew.com
64278c5edc5bf26032383000,1236 S Broadway,null,null,contract,Denver,United States,cc134379-14ee-4246-9535-ae117501b9af,39.6830067,-104.9874923,Dos Luces Brewery,3037254527,80210-1504,Colorado,Colorado,1236 S Broadway,http://www.dosluces.com
64278c5edc5bf26032383001,116 Main St,null,null,brewpub,Central City,United States,b6aee9c0-d332-4363-a4af-1d89c93f134a,39.8001431,-105.512426,Dostal Alley Brewing Co,3035821610,80427,Colorado,Colorado,116 Main St,http://www.dostalalley.net
64278c5edc5bf26032383002,9 Dolphin's Barn,Ushers,null,micro,Dublin,Ireland,beb3aa65-0024-42a1-8943-74017faed659,53.3337548,-6.2950084,DOT Brew,null,D08 WD35,Dublin,Dublin,9 Dolphin's Barn,https://dotbrew.ie/
64278c5edc5bf26032383004,112 Anthes Ave,null,null,micro,Langley,United States,685d73e3-bb8c-47a7-a73a-b8f168903ddd,48.0403212,-122.4090435,Double Bluff Brewing,3603339113,98260-,Washington,Washington,112 Anthes Ave,http://www.dblfbrewing.com
64278c5edc5bf26032383005,1100 Hancock Ave,null,null,brewpub,Vandergrift,United States,4de6e1d2-9c69-438d-97a6-f9adcfb4c15b,40.588461,-79.57625,Double D Brewing / Dommy's Pizza,7245676789,15690-2061,Pennsylvania,Pennsylvania,1100 Hancock Ave,http://dommyspizza.com
64278c5edc5bf26032383006,158 W Chestnut St,null,null,micro,Lancaster,United States,95269547-cf11-40b4-bd0c-81cf20fb49fe,39.7123647,-82.6042529,Double Edge Brewing Co,7402777465,43130-4308,Ohio,Ohio,158 W Chestnut St,http://www.double-edge.beer
64278c5edc5bf26032383007,208 Avenue H,null,null,brewpub,Marble Falls,United States,bedc4634-4155-4448-9d33-b5a8a2e5fb71,30.57127795,-98.27635445,Double Horn Brewing Co,8306935165,78654-5750,Texas,Texas,208 Avenue H,http://www.doublehornbrewing.com
64278c5edc5bf26032383008,8 4th St Ste 204,null,null,micro,Hood River,United States,128d2350-9a0a-4f2e-b327-887af1cc2f7d,45.71003675,-121.5145087,Double Mountain Brewery,5413870042,97031-2123,Oregon,Oregon,8 4th St Ste 204,http://www.doublemountainbrewery.com
64278c5edc5bf2603238300a,412 E 18th St,null,null,micro,Kansas City,United States,98ba45e2-9378-4b2b-8e58-82b651e99d5e,39.09170494,-94.57868373,Double Shift Brewing,8163047028,64108-1410,Missouri,Missouri,412 E 18th St,http://www.doubleshiftbrewing.com
64278c5edc5bf2603238300b,7840 Doty Rd,null,null,brewpub,Madison,United States,1fd31bf5-ffde-495e-8bdc-cc4666cd7cb5,41.74037309,-81.00537902,Double Wing Brewing Co,4404663485,44057-9511,Ohio,Ohio,7840 Doty Rd,http://www.ratbrew.com
64278c5edc5bf2603238300c,1800 W Belle Plaine Ave,null,null,micro,Chicago,United States,c71cd9d0-be0f-4528-8d21-9f89957372f9,41.9561589,-87.6743858,Dovetail Brewery,null,60613-1827,Illinois,Illinois,1800 W Belle Plaine Ave,http://www.dovetailbrewery.com
64278c5edc5bf2603238300d,199 Ashland Street,null,null,micro,Everett,United States,e1e4d221-608a-4a65-9a55-4f142ffb57d8,42.397645,-71.061481,Down the Road Brewery,6174544255,2149,Massachusetts,Massachusetts,199 Ashland Street,http://www.downtheroadbrewery.com
64278c5edc5bf2603238300e,418 W Seltice Way,null,null,closed,Post Falls,United States,ffcc9d52-9de7-41a6-956c-36875ca71dca,47.715079,-116.9573256,Downdraft Brewing Co,2082624233,83854-,Idaho,Idaho,418 W Seltice Way,http://www.downdraftbrewing.com
64278c5edc5bf2603238300f,13121 Prospect St,null,null,micro,Dearborn,United States,51421b18-93e4-4d09-b694-388dcb5df2fe,42.31625295,-83.17350725,Downey Brewing Company,3132888442,48126-3603,Michigan,Michigan,13121 Prospect St,http://www.downeybrewingcompany.com
64278c5edc5bf26032383011,10991 NE State Highway 104,null,null,micro,Kingston,United States,ae2d14fa-3144-4a8d-8161-c2c3febc01bd,47.8010831,-122.5001587,Downpour Brewing LLC,3608810452,98346-,Washington,Washington,10991 NE State Highway 104,http://www.downpourbrewing.com
64278c5edc5bf26032383012,424 S Gay St,null,null,brewpub,Knoxville,United States,42114875-dc49-4158-b524-f130768441c8,35.96606301,-83.9186686,Downtown Grill & Brewery / Woodruff Brewing,8656338111,37902-1103,Tennessee,Tennessee,424 S Gay St,http://www.downtownbrewery.com
64278c5edc5bf26032383013,902 Main St,null,null,brewpub,Napa,United States,e7857d07-0058-48f8-b064-e76029c6ee6e,38.29865653,-122.2848936,Downtown Joes Brewery and Restaurant,7072582337,94559-3045,California,California,902 Main St,http://www.downtownjoes.com
64278c5edc5bf26032383014,52 East State St.,null,null,proprietor,Doylestown,United States,6b607ba6-859a-4a16-a51f-c0f55f4a98f8,40.31027305,-75.1291116,Doylestown Brewing Co,2153401414,18901,Pennsylvania,Pennsylvania,52 East State St.,null
64278c5edc5bf26032383015,null,null,null,planning,San Leandro,United States,fe0fd454-10bb-437c-912c-3fd5d416e7db,37.7249296,-122.1560768,Dr Hops Kombucha Beer,3109168090,94577-1263,California,California,null,http://www.DrhopsKombuchaBeer.com
64278c5edc5bf26032383016,825 Cambridge Ct,null,null,contract,Pasadena,United States,a776c995-076a-4562-8434-467f01f3818a,34.16059077,-118.0798642,Dr Jekyll's Craft Beer,3102738339,91107-1977,California,California,825 Cambridge Ct,http://www.drjekylls.com
64278c5edc5bf26032383017,49438 Pontiac Trl,null,null,micro,Wixom,United States,85478ddc-a830-43e5-beeb-66cead1a99c4,42.52440117,-83.53663792,Drafting Table Brewing Company,2489567279,48393-2005,Michigan,Michigan,49438 Pontiac Trl,http://www.draftingtablebeer.com
64278c5edc5bf26032383018,130 E Main St,null,null,micro,Purcellville,United States,a9a0f855-a16c-4ee8-a0a2-8e9c0552b985,39.1360524,-77.69298485,Dragon Hops Brewing,5404413279,20132-3162,Virginia,Virginia,130 E Main St,http://www.dragonhopsbrewing.com
64278c5edc5bf2603238301a,52288 Sunquist Rd,null,null,micro,Milton Freewater,United States,52c41ba0-3c69-4e41-b028-d9d4c3035249,45.98541686,-118.4439713,Dragon's Gate Brewery,5412152622,97862-6856,Oregon,Oregon,52288 Sunquist Rd,http://www.dragonsgatebrewery.com
64278c5edc5bf2603238301b,8920 Vernon Ave Ste 122,null,null,micro,Montclair,United States,8ace7ff0-245c-4133-862c-2ca4eb3b7a65,34.09189898,-117.686437,Dragon's Tale Brewery,9095292688,91763-1662,California,California,8920 Vernon Ave Ste 122,http://www.dragonstalebrewery.com
64278c5edc5bf2603238301c,14600 E 11 Mile Rd,null,null,micro,Warren,United States,f10850c4-f516-4ecd-9b8c-3fc20f134187,42.492142,-83.0278041,Dragonmead Microbrewery,5867769428,48089-1556,Michigan,Michigan,14600 E 11 Mile Rd,null
64278c5edc5bf2603238301d,1859 W Grant Rd Ste 111,null,null,micro,Tucson,United States,71eb91ae-4d50-4f01-840c-7552df4d96bd,32.25049461,-111.0054521,Dragoon Brewing Co,5203293606,85745-1214,Arizona,Arizona,1859 W Grant Rd Ste 111,http://www.dragoonbrewing.com
64278c5edc5bf2603238301e,1933 Davis St Ste 177,null,null,regional,San Leandro,United States,8f19cd9b-a675-473d-8493-42fd6b12c38e,37.71493644,-122.1791401,Drake's Brewing Co.,5105682739,94577-1256,California,California,1933 Davis St Ste 177,http://www.drinkdrakes.com
64278c5edc5bf2603238301f,640 SE Jackson St,null,null,micro,Roseburg,United States,0fde773c-3201-4be7-b3ba-caf278efa4d3,43.2084738,-123.3445979,Draper Brewing,5415805585,97470,Oregon,Oregon,640 SE Jackson St,http://www.draperbrewing.com
64278c5edc5bf26032383021,57721 Grand River Ave,null,null,brewpub,New Hudson,United States,b70bb5a2-bcc5-43c5-8370-58d292c4625d,42.5113546,-83.61459,Draught Horse Brewery,2486173000,48165-8542,Michigan,Michigan,57721 Grand River Ave,http://www.draughthorsebrewery.com
64278c5edc5bf26032383022,4112 Medical Pkwy Ste 100,null,null,micro,Austin,United States,9e3d79b0-5411-425d-9ead-e86abeb58c98,30.3110713,-97.7428611,Draught House Pub and Brewery,5124526258,78756-3715,Texas,Texas,4112 Medical Pkwy Ste 100,http://www.draughthouse.com
64278c5edc5bf26032383023,915 Toole Ave,null,null,micro,Missoula,United States,07ee729a-9c76-4092-9b11-4cc951eb3baf,46.8782576,-114.0044493,Draught Works Brewing,4062412423,59802-2625,Montana,Montana,915 Toole Ave,http://www.draughtworksbrewery.com
64278c5edc5bf26032383024,null,null,null,planning,La Mirada,United States,f6f59f19-f861-42de-9367-023645506733,33.9060971,-118.0107092,Draughtsman Brewery,null,90638-3454,California,California,null,null
64278c5edc5bf26032383025,53 Santa Felicia Dr,null,null,micro,Goleta,United States,063dc603-aa8f-412d-9c8a-ac7c598c043a,34.43146172,-119.8759909,Draughtsmen Aleworks,8053872577,93117-2804,California,California,53 Santa Felicia Dr,http://www.draughtsmenaleworks.com
64278c5edc5bf26032383026,16726 146th St SE Ste 153,null,null,brewpub,Monroe,United States,0e7be133-1cb4-4c39-848c-2014ee5b359b,47.86470473,-122.0062527,Dreadnought Brewing LLC,3608632479,98272-2937,Washington,Washington,16726 146th St SE Ste 153,http://www.dreadnoughtbrewing.com
64278c5edc5bf26032383027,109 E Irvine St,null,null,micro,Richmond,United States,fcc44f51-2c5c-4baa-9c37-5996a01b5512,37.747285,-84.29111565,Dreaming Creek Brewery,null,40475-1521,Kentucky,Kentucky,109 E Irvine St,http://www.dreamingcreekbrewery.beer
64278c5edc5bf26032383028,2501 W Taron Ct,null,null,micro,Elk Grove,United States,350f58c9-f1e6-4668-bf55-15dc557ec94c,38.40805044,-121.4809068,Dreaming Dog Brewery,null,95757-8423,California,California,2501 W Taron Ct,null
64278c5edc5bf26032383029,1666 1st Ave N,null,null,micro,Fargo,United States,3799434f-4c20-4d7b-9085-6c83db87c1c7,46.87930301,-96.80829701,Drekker Brewing Company,7015320506,58102-4246,North Dakota,North Dakota,1666 1st Ave N,http://www.drekkerbrewing.com
64278c5edc5bf2603238302a,Unit 8,Clonard Rd,Westpoint Business Park,micro,Wexford,Ireland,5caa5486-f355-4e8a-b7c5-90d7a9c85cbd,52.3311164,-6.4921242,Drew Fox Brewing Company,null,Y35 HN50,Wexford,Wexford,Unit 8,http://www.cleverman.ie/
64278c5edc5bf2603238302b,102 Sunbeam Blvd W,null,null,micro,Soldiers Grove,United States,44c3432e-9643-4a92-b7fc-4fa6c375995c,43.38921997,-90.76571832,Driftless Brewing Co,66086245577,54655-1001,Wisconsin,Wisconsin,102 Sunbeam Blvd W,http://www.driftlessbrewing.com
64278c5edc5bf2603238302c,210 9th St,null,null,micro,Sibley,United States,fd696e0a-a7bc-4f17-ac41-ede9b13b24d0,43.39942206,-95.7506989,Drink Me Brewing,2173161890,51249-1812,Iowa,Iowa,210 9th St,http://www.drinkmebrewing.com
64278c5edc5bf2603238302d,11517 SE Highway 212,null,null,micro,Clackamas,United States,fa16f1e8-3ee9-46e8-8c40-64a05947f6a2,45.4288733,-122.378124,Drinking Horse Brewing Company,5035648165,97015-9053,Oregon,Oregon,11517 SE Highway 212,http://www.drinkinghorsebeer.com
64278c5edc5bf2603238302f,1015 E 2nd St.,null,null,micro,Cle Elum,United States,e3e862c9-ecda-4cba-abbc-bf1c8ce6539a,47.194315,-120.917988,Dru Bru - Cle Elum,4254340700,98922-1324,Washington,Washington,1015 E 2nd St.,http://www.drubru.com
64278c5edc5bf26032383030,10 Pass Life Way # 3,null,null,micro,Snoqualmie Pass,United States,c020e892-ad66-4b36-be5e-d0095ab3a263,47.421312,-121.412584,Dru Bru - Snoqualmie Pass,4254340700,98068,Washington,Washington,10 Pass Life Way # 3,http://www.drubru.com
64278c5edc5bf26032383031,607 14th St,null,null,micro,Tuscaloosa,United States,2fc58bc4-57fa-4880-9286-095548fb5ec6,33.19997474,-87.54373615,Druid City Brewing,2058868140,35401-3439,Alabama,Alabama,607 14th St,http://www.druidcitybrewing.com
64278c5edc5bf26032383032,630 1st Ave N,null,null,micro,Fargo,United States,1b1fa0ef-7e76-474a-88d2-7f22b56bb3ff,46.8773031,-96.78936674,Drumconrath Brewing Company,7016453786,58102-5268,North Dakota,North Dakota,630 1st Ave N,http://www.drumconrathbrewing.com
64278c5edc5bf26032383033,318 Fosterville Rd,null,null,micro,Bridgton,United States,e1f2d5c0-4b41-47f1-9a7a-5638851a9ac5,43.97416125,-70.68838325,"Drumming Grouse Brewery, LLC",4109609679,04009-4032,Maine,Maine,318 Fosterville Rd,http://www.drumminggrousebrewery.com
64278c5edc5bf26032383034,749A New Ludlow Rd,null,null,micro,South Hadley,United States,cfff9480-fc9e-4ac6-addc-f64fbb834fef,42.217914,-72.553245,Drunken Rabbit Brewing,4137282739,1020,Massachusetts,Massachusetts,749A New Ludlow Rd,http://www.rabbit.beer
64278c5edc5bf26032383036,120B N Main St,null,null,micro,Wheaton,United States,b28c0edf-d271-4d60-997a-aa52aab7170f,41.86544335,-88.1069594,Dry City Brew Works,6304564787,60187-,Illinois,Illinois,120B N Main St,http://www.drycitybrewworks.com
64278c5edc5bf26032383037,585 Oak Ave,null,null,brewpub,Spruce Pine,United States,ec86cc6f-53f8-4715-8595-fe68cf676bc6,35.9158912,-82.063578,Dry County Brewing,8287654583,28777-2727,North Carolina,North Carolina,585 Oak Ave,http://www.drycountybrewing.com
64278c5edc5bf26032383039,2801 Tower Rd,null,null,regional,Aurora,United States,f5bcfd6a-160a-4d65-a5b7-834564023123,39.758038,-104.772404,Dry Dock Brewing Co - North Dock,3034005606,80011-3508,Colorado,Colorado,2801 Tower Rd,http://www.drydockbrewing.com
64278c5edc5bf2603238303a,15120 E Hampden Ave,null,null,micro,Aurora,United States,a2728fec-51dd-4613-b15d-fc53774003b2,39.6529424,-104.7680096,Dry Dock Brewing Co- South Dock,3034005606,80014-3906,Colorado,Colorado,15120 E Hampden Ave,http://www.drydockbrewing.com
64278c5edc5bf2603238303b,3121 Broadway St,null,null,micro,Paducah,United States,069e89d5-77ec-486b-925f-3837899ebbbc,37.0705097,-88.63767771,Dry Ground Brewing Company,2702109296,42001-4305,Kentucky,Kentucky,3121 Broadway St,http://www.drygroundbrewing.com
64278c5edc5bf2603238303c,671 S Anderson St,null,null,micro,Los Angeles,United States,3dae53ba-0f35-4f1f-92fd-f29f05aaf5fc,34.03638739,-118.2233015,Dry River Brewing,2133755235,90023-1110,California,California,671 S Anderson St,http://www.dryriverbrewing.com
64278c5edc5bf2603238303e,322 N Main Ave,null,null,brewpub,Lovington,United States,e9f88398-a093-46e3-91d9-efa85d0412d7,32.9504929,-103.3484834,Drylands Brewing,5757392739,88260-3643,New Mexico,New Mexico,322 N Main Ave,http://Drylandsbrewing.com
64278c5edc5bf2603238303f,725 Raymond Ave,null,null,micro,Saint Paul,United States,9f749cda-57a0-487e-91b5-a3464b1c2ec9,44.9631096,-93.1978006,Dual Citizen Brewing Co.,6513304750,55114-1709,Minnesota,Minnesota,725 Raymond Ave,http://www.dualcitizenbrewing.com
64278c5edc5bf26032383040,109 W Superior St,null,null,brewpub,Duluth,United States,3ebb636f-ae1e-4e19-b273-7eae97ed4856,46.78589441,-92.09972572,Dubh Linn Brew Pub,2187271559,55802-3026,Minnesota,Minnesota,109 W Superior St,http://dubhlinnpub.com
64278c5edc5bf26032383042,451 S Thompson Ave,null,null,brewpub,Excelsior Springs,United States,0229fb16-b24c-4b75-a16c-b2a6f7047ed7,39.33933583,-94.22589926,Dubious Claims Brewing,8168962477,64024-2133,Missouri,Missouri,451 S Thompson Ave,http://www.dubiousclaimsbrewingco.com/
64278c5edc5bf26032383043,The Parnell Centre,Parnell St,Rotunda,micro,Dublin,Ireland,e6a545be-d8a4-4f02-a9f8-f62e4b3c257e,53.3506256,-6.2693974,Dublin City Brewing Co.,null,D01 Y9T3,Dublin,Dublin,The Parnell Centre,http://www.dublincitybrewingco.com/
64278c5edc5bf26032383045,201 Main Ave S,null,null,micro,Renton,United States,a7cbed0a-bbfb-4158-8032-4f44d680d7be,47.48147827,-122.2044462,Dubtown Brewing Company,4252078707,98057-2602,Washington,Washington,201 Main Ave S,https://dubtownbrewingcompany.com
64278c5edc5bf26032383046,132 Sheridan St,null,null,contract,Muscatine,United States,c8a34b95-8a72-4f56-8c50-c790c01261ff,41.43346737,-91.02937536,Dubuque Star Brands / Otter Tail Brewery,null,52761-5543,Iowa,Iowa,132 Sheridan St,null
64278c5edc5bf26032383047,8920 Kenamar Dr Ste 210,null,null,micro,San Diego,United States,420b93d8-d15a-4db9-a072-28e22de5f1a9,32.88474835,-117.1562181,Duck Foot Brewing Co.,8584337916,92121-2454,California,California,8920 Kenamar Dr Ste 210,http://www.duckfootbeer.com
64278c5edc5bf26032383048,4519 West Pine St,null,null,micro,Farmville,United States,a1ecd2e7-3b9c-4ad8-ac87-dfd78d234992,35.5980644,-77.591863,Duck Rabbit Craft Brewery,2527537745,27828-8526,North Carolina,North Carolina,4519 West Pine St,http://duckrabbitbrewery.com
64278c5edc5bf2603238304a,1840 W 208th St,null,null,micro,Torrance,United States,ece54804-4295-4a37-a620-d98d556d29de,33.8417185,-118.3115036,Dudes' Brewing Co,4242712915,90501-1807,California,California,1840 W 208th St,http://www.thedudesbrew.com
